idx,folio-idx,date-at-location,idx-location,location,Address,Latitude,Longitude,note,status
1203,341v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1204,342r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1205,342v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1206,343r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1207,343v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1208,345r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1209,346r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1210,349v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1211,352r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1212,360v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1213,367v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1214,376v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1215,383v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1216,385v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1217,402r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1218,403v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1219,404r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1220,405v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1221,406r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1222,413r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1223,422r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1224,430r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1225,432v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1226,433v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1227,434v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1228,435v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1229,436v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1230,438r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1231,439v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1232,442v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1233,451r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1234,461v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1235,466r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1236,472r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1237,475r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1238,486r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1239,496r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1240,507v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1241,513v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1242,516v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1243,521v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1244,527v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1245,535r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1246,538r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1247,543r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1248,547r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1249,550v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1250,551v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1251,553r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1252,555v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1253,557v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1254,563r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1255,568r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1256,573r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1257,577v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1258,578r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1259,586r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1260,592r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1261,595v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1262,602v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1263,611v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1264,615v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1265,622r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1266,629r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1267,633v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1268,638r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1269,639v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1270,643v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1271,649r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1272,654r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1273,655v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1274,658v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1275,671v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1276,690v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1277,698v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1278,702r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1279,707v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1280,708v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1281,715v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1282,721v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1283,731r,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1284,742v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1285,745v,1959,5,"Cambridge, USA","Cambridge, USA",42.3736,71.1097,Arthur A. Houghton Jr.,unbounded
1286,2v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1287,3r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1288,7r,,final,"Aga Khan Museum, Toronto","77 Wynford Dr, North York, ON M3C 1K1, Canada",43.7252519,-79.3320686,,dispersed
1289,10r,,final,"Museum für Islamiche Kunst, Staatliche Museen zu Berlin","Bodestraße 1-3, 10178 Berlin, Germany",52.5212932,13.3968627,,dispersed
1290,16r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1291,16v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1292,18v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1293,20v,,final,"Aga Khan Museum, Toronto","77 Wynford Dr, North York, ON M3C 1K1, Canada",43.7252519,-79.3320686,,dispersed
1294,21v,,final,S.C. Welch Family,,,,,dispersed
1295,22v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1296,23v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1297,24v,,final,"The Ebrahimi Family Collection, courtesy of the Arthur M. Sackler Gallery, Smithsonian Institution","600 Maryland Ave SW, Washington, DC 20024",38.8862494,-77.0215646,,dispersed
1298,25v,,final,The Nasser D. Khalili Collection of Islamic Art,,,,,dispersed
1299,26v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1300,27v,,final,The Nasser D. Khalili Collection of Islamic Art,,,,,dispersed
1301,28v,,final,"Museum of Islamic Art, Doha, Qatar","Doha, Qatar",25.2854473,51.5310398,,dispersed
1302,29v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1303,30v,,final,The Nasser D. Khalili Collection of Islamic Art,,,,,dispersed
1304,31v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1305,32v,,final,Private Collection,,,,,dispersed
1306,33v,,final,"Museum of Islamic Art, Doha, Qatar","Doha, Qatar",25.2854473,51.5310398,,dispersed
1307,34v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1308,35r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1309,36v,,final,"Freer Gallery of Art, Smithsonian Instiutution, Washington, D.C., Purchase","1050 Independence Ave SW, Washington, DC 20004",38.887983,-77.0264455,,dispersed
1310,37v,,final,"Aga Khan Museum, Toronto","77 Wynford Dr, North York, ON M3C 1K1, Canada",43.7252519,-79.3320686,,dispersed
1311,38v,,final,The Nasser D. Khalili Collection of Islamic Art,,,,,dispersed
1312,39v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1313,40v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1314,41v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1315,42v,,final,Private Collection,,,,,dispersed
1316,43v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1317,44v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1318,45v,,final,Private Collection,,,,,dispersed
1319,46v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1320,47v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1321,48v,,final,"Cincinnati Art Museum, The Edwin and Virginia Irwin Memorial","953 Eden Park Dr, Cincinnati, OH 45202",39.1139763,-84.496859,,dispersed
1322,49v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1323,50v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1324,51v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1325,52v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1326,53v,,final,"Aga Khan Museum, Toronto","77 Wynford Dr, North York, ON M3C 1K1, Canada",43.7252519,-79.3320686,,dispersed
1327,54v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1328,55v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1329,56v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1330,57v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1331,58v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1332,59v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1333,60v,,final,"The Farjam Collection, Dubai","Dubai, United Arab Emirates",25.2048493,55.2707828,,dispersed
1334,61v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1335,62v,,final,"The Art and History Collection, courtesy of the Arthur M. Sackler Gallery, Smithsonian Institution","600 Maryland Ave SW, Washington, DC 20024",38.8862494,-77.0215646,,dispersed
1336,63v,,final,"Museum für Islamiche Kunst, Staatliche Museen zu Berlin","Bodestraße 1-3, 10178 Berlin, Germany",52.5212932,13.3968627,,dispersed
1337,64v,,final,"The Ebrahimi Family Collection, courtesy of the Arthur M. Sackler Gallery, Smithsonian Institution","600 Maryland Ave SW, Washington, DC 20024",38.8862494,-77.0215646,,dispersed
1338,65v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1339,66v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1340,67v,,final,Collection unknown,,,,,dispersed
1341,68v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1342,69v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1343,70v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1344,71v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1345,72v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1346,73v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1347,74v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1348,76v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1349,77v,,final,Private Collection,,,,,dispersed
1350,78v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1351,79v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1352,80v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1353,81v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1354,82v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1355,83v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1356,84v,,final,"Aga Khan Museum, Toronto","77 Wynford Dr, North York, ON M3C 1K1, Canada",43.7252519,-79.3320686,,dispersed
1357,85v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1358,86v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1359,87v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1360,89v,,final,The Nasser D. Khalili Collection of Islamic Art,,,,,dispersed
1361,92v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1362,96v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1363,98v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1364,100r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1365,102v,,final,Private Collection,,,,,dispersed
1366,104r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1367,105r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1368,109r,,final,"The Art and History Collection, courtesy of the Arthur M. Sackler Gallery, Smithsonian Institution","600 Maryland Ave SW, Washington, DC 20024",38.8862494,-77.0215646,,dispersed
1369,110v,,final,Private Collection,,,,,dispersed
1370,111v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1371,112v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1372,118r,,final,"The Art and History Collection, courtesy of the Arthur M. Sackler Gallery, Smithsonian Institution","600 Maryland Ave SW, Washington, DC 20024",38.8862494,-77.0215646,,dispersed
1373,122v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1374,123r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1375,124r,,final,The Cleveland Museum of Art,"11150 East Blvd, Cleveland, OH 44106",41.509041,-81.6120703,,dispersed
1376,127v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1377,130r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1378,134r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1379,135v,,final,The Nasser D. Khalili Collection of Islamic Art,,,,,dispersed
1380,138r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1381,141r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1382,143r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1383,146r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1384,151v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1385,153v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1386,155r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1387,156v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1388,163v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1389,164v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1390,166r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1391,168v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1392,170v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1393,171v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1394,174r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1395,175v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1396,178r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1397,179r,,final,"Harvard Art Museums/Arthur M. Sackler Museum, The Norma Jean Calderwood Collection of Islamic Art","Cambridge, MA 02138",42.3803274,-71.1389101,,dispersed
1398,180v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1399,181v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1400,182v,,final,Private Collection,,,,,dispersed
1401,183v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1402,185v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1403,188v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1404,189v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1405,190v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1406,195r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1407,198r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1408,201r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1409,202v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1410,204v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1411,206v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1412,210v,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1413,212r,1970,final,The Metropolitan Museum of Art,"1000 Fifth Avenue. at 82nd Street. New York, NY, 10028",40.7794483,-73.9633027,,dispersed
1414,213r,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1415,214v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1416,216v,1994,final,Tehran Museum of Contemporary Art,"P96R+G65, Tehran, Tehran Province, Iran",35.7112625,51.3906094,,dispersed
1417,218r,,final,"The David Collection, Copenhagen","Kronprinsessegade 30, 1306 København, Denmark",55.6842905,12.5824472,,dispersed
1418,221r,,final,"The David Collection, Copenhagen","Kronprinsessegade 30, 1306 København, Denmark",55.6842905,12.5824472,,dispersed
